1579,1661,1784,1825,1836,1866,1907,1988,1999,2040,2070,2081,2111,2192,2244,2274,2285,2315,2396,2418,2431,2448,2489,2519,2592,2605,2635,2646,2663,2676,2693,2738,2764,2779,2809,2850,2867,2880,2953,2968,3054,3213,3228,3241,3329,3415,3503,3572,3590,3603,3691,3777,3865,3953,4039,4052,4226,4400,4413,4587,4761,Patient ID
0.015794,,0.02468,,0.133089,0.012687,0.012242,0.00745,,0.208356,0.020305,0.035922,0.018222,0.014009,0.087946,,0.061908,0.008913,0.026291,0.027316,0.404817,0.024661,0.025234,,,0.148378,0.009529,0.01177,0.012048,0.038153,0.004496,0.041338,0.004455,0.01069,0.08357,0.104937,0.010428,0.065709,,0.169979,0.013991,0.047379,0.01006,0.080063,0.011436,0.012171,0.002385,,0.001366,0.206921,0.021373,0.045538,0.00242,0.001624,,0.015013,0.001884,0.000726,0.00985,0.001522,0.000274,2
0.040057,0.014486,0.040815,0.003657,0.366352,0.038013,0.008109,0.002543,0.002625,0.387011,0.040266,0.050003,0.011257,0.011937,0.136562,0.002657,0.0643,0.005754,0.015449,0.042955,0.499826,0.042567,0.016884,0.001653,,0.128355,0.006629,0.003953,0.009919,0.008082,0.002018,0.010614,0.006807,0.01317,0.128949,0.028346,0.004327,0.024305,0.003712,0.092528,0.005111,0.008571,0.004594,0.03062,0.001792,0.009121,0.000587,0.000905,0.006404,0.100823,0.005899,0.061839,0.001644,0.001633,0.000661,0.007333,0.002794,0.000734,0.005104,0.002921,0.00061,3
0.019555,0.002831,0.026956,0.002633,0.226381,0.01677,0.017664,0.008776,0.002655,0.283231,0.029322,0.056625,0.02972,0.013608,0.112492,0.003994,0.090275,0.014841,0.020654,0.032563,0.442413,0.025663,0.036444,0.002978,,0.198754,0.014782,0.020299,0.012253,0.057945,0.005186,,0.003829,0.009788,0.090761,0.14012,0.010223,0.054068,,0.199947,0.019488,0.068671,0.008781,0.046549,0.004141,0.031208,0.002671,0.001377,0.009478,0.124067,0.007337,0.134001,0.005902,0.008265,0.001307,0.005223,0.005305,0.001919,0.003313,0.00453,0.002232,4
0.044191,0.010413,0.056102,0.003798,0.21211,0.022908,0.017185,0.015739,0.003052,0.281073,0.031945,0.03109,0.015513,0.026348,0.120183,0.00244,0.059126,0.007388,0.033933,0.034338,0.481742,0.027963,0.025545,,,0.202636,0.011543,0.013781,0.011937,0.026837,0.002818,0.007786,0.002969,0.010043,0.091299,0.122683,0.009524,0.063824,0.002994,0.114548,0.010224,0.029712,0.00751,0.062675,0.006922,0.008446,0.000973,0.000812,0.00727,0.155274,0.012485,0.034628,0.001155,0.000633,0.000415,0.007131,0.000881,0.000231,0.003506,0.000673,,6
0.085315,0.015028,0.094653,,0.404104,0.046251,0.05353,0.027609,,0.326074,0.059098,0.129524,0.064896,0.041609,0.118904,0.006662,0.139276,0.033424,0.045995,0.037842,0.616983,0.021695,0.05898,0.013635,0.007831,0.223051,0.019078,0.024647,0.012411,0.062824,0.005896,0.023671,,0.033572,0.039492,0.205116,0.01061,0.086,0.003068,0.112561,0.01722,0.035636,0.004867,0.050105,0.007969,0.013034,0.001907,,0.003523,0.082067,0.009506,0.034793,0.002163,0.001547,0.00069,0.004618,0.001419,0.000572,0.002846,0.00116,0.000443,8
0.062356,0.006643,0.077346,0.007318,0.097503,0.024841,0.00453,0.018918,0.002464,0.249709,0.034753,0.01413,0.007645,0.024694,0.15594,0.00508,0.03413,0.005431,0.030532,0.033679,0.417934,0.009652,0.017529,0.003869,0.005042,0.154797,0.008624,0.003541,0.007066,0.011719,0.00223,,,,0.025078,0.049937,0.003957,0.02211,0.002333,0.055984,0.005026,0.007803,0.003655,0.015721,0.00183,0.003909,0.000367,0.000345,0.000693,0.032787,0.002883,0.010978,0.000681,0.000342,,0.001509,0.000539,0.000259,0.000798,0.000345,0.000084,12
0.024222,0.0027,0.030891,,0.027826,0.011717,0.00453,0.006906,,0.122337,0.023354,0.005909,0.009495,0.01057,0.09995,0.00329,0.023592,0.00583,0.026209,0.018344,0.429634,0.011908,0.016161,0.001594,0.003578,0.146857,0.009164,0.004233,0.005084,0.037476,0.002482,0.021221,0.002259,0.032062,0.034665,0.080606,0.004113,0.031035,0.002547,0.100032,0.00791,0.040591,0.003933,0.044434,0.001892,0.013274,0.000939,0.001023,0.005323,0.130911,0.004871,0.059325,0.001241,0.001369,0.000528,0.005154,0.001607,0.000569,0.005286,,0.00056,13
0.031208,0.003466,0.032881,0.003676,0.082677,0.010132,0.006571,0.010403,0.002458,0.110247,0.012999,0.017549,0.009421,0.014042,0.040149,0.00241,0.027596,0.005457,0.012891,0.014468,0.207677,0.00935,0.014404,0.001984,0.002745,0.075758,0.005785,0.005758,0.005938,0.01938,0.00239,0.013317,0.002126,0.033629,0.056063,0.087268,0.006506,0.021791,0.00215,0.066672,0.004452,0.017515,0.003666,0.025819,0.001919,0.00502,,0.000988,0.003835,0.091066,0.005085,0.026005,0.001093,0.000772,0.00063,0.004133,0.001073,0.000545,0.002725,0.001012,,14
0.029209,0.005341,0.037168,0.00361,0.217706,0.015813,0.022122,0.011109,0.002821,0.198694,0.022189,0.037455,0.030247,0.016679,0.063708,0.002645,0.052457,0.012014,0.026102,0.047978,0.515585,0.021085,0.03578,0.003842,0.009726,0.176098,0.012147,0.012266,0.015564,0.046329,0.004266,0.029261,0.004626,0.072346,0.063342,0.136887,0.012416,0.070533,0.008268,0.173234,0.01922,0.049486,0.010533,0.069931,0.011659,0.032364,0.003511,0.00256,0.011688,0.148171,0.02579,0.116701,0.010674,0.005241,0.001703,0.01234,0.007387,0.001421,0.003818,0.003753,0.000999,15
0.044448,0.020283,0.061675,0.009373,0.249947,0.073119,0.015873,0.018468,0.004127,0.526125,0.080073,0.051281,0.028965,0.030177,0.350563,0.006282,0.127388,0.014947,0.032533,0.053796,0.527523,0.041336,0.057525,0.004559,0.012284,0.377519,0.016597,0.013022,0.016379,0.067951,0.008032,0.034019,,0.065149,0.098864,0.181103,0.016804,0.064052,0.005992,0.137402,0.019798,0.037141,0.007228,0.037558,0.006094,0.006701,0.001361,0.001269,0.005277,0.107777,0.01007,0.026122,0.001086,0.000632,0.000434,0.005646,0.000768,0.000288,0.002815,0.000666,0.000138,16
0.063556,0.02075,0.109803,0.011589,0.393127,0.07835,0.062052,0.035523,0.005743,0.600695,,0.152497,0.100212,0.058476,0.277214,0.007231,0.318029,0.038414,0.087323,0.06912,0.913724,0.060924,0.115532,0.007536,0.016242,0.404801,0.02715,0.030191,0.023557,0.102381,0.010391,0.031364,,0.061976,0.080525,0.35168,0.029204,0.140491,0.009095,0.184354,0.031844,0.044311,0.007588,0.050903,0.015587,0.009789,0.002591,0.001828,0.005269,0.102107,0.010955,0.025861,0.001389,0.000907,0.000403,0.003348,0.000564,0.000247,0.001372,0.000391,,18
0.113824,0.010347,0.131418,0.010475,0.346144,0.028141,0.03577,0.033641,0.005125,0.378381,0.041788,0.083578,0.04276,0.048142,0.153611,0.003894,0.131133,0.016536,0.054418,0.049049,0.58539,0.053942,0.063104,0.004161,0.009769,0.259365,0.017544,0.025393,0.020224,0.057424,0.007239,0.046514,,0.064168,0.12101,0.266858,0.02628,0.097288,0.00622,0.150752,0.023108,0.045732,0.008195,0.048515,0.007882,0.011323,0.002184,0.002125,0.006238,0.118623,0.01214,0.051125,0.002388,0.001776,0.000596,0.007014,0.001788,0.000505,0.004392,0.00168,0.000356,19
